Invoice_ID,Vendor_ID,Invoice_Date,Due_Date,Invoice_Amount,Tax_Amount,Total_Amount,Payment_Status,Payment_Date,Processing_Days,Approval_Level,Approved_By,Vendor_Reliability_Score,Transaction_Type,Invoice_Frequency,Avg_Invoice_Amount,Deviation_From_Avg,Fraud_Flag,Fraud_Real,Amount_ZScore,Deviation_Abs,Processing_ZScore,Tax_Ratio,risk_composite,Anomaly_Label,Anomaly_Score,Combined_Anomaly
INV_636581,V724,2023-01-18,2023-11-16,46971.0,3753.2,51683.3,Rejected,2023-11-14,8.0,3,Jane Doe,3.0,Credit,26,12743,36.19,1,1.0,-0.06783690342958613,36.19,-0.2034255496224545,0.07261920194724407,0.45765121312928536,0,0.08418430516908815,0
INV_714847,V510,2023-04-07,2023-11-17,3634.0,543.45,3958.02,Nan,2023-04-11,12.0,3,,-1.0,Credit,46,13491,1.9,No ,0.0,-0.07482163148132362,1.9,-0.11895455804981352,0.13730350023496599,0.4835075100037368,0,0.007948966384923928,0
INV_131167,V907,2023-12-02,2023-02-16,65278.0,9018.41,76791.04,Rejected,2023-10-22,7.0,2,john,3.0,Debit Note,40,40944,-35.55,1,1.0,-0.06488632040715361,35.55,-0.22454329751561475,0.11744091498174788,0.43830875870877284,0,0.05415665650107082,0
INV_235044,V324,2023-05-02,2023-10-05,23917.0,2671.83,28066.21,Rejected,2023-09-22,8.0,5,,8.0,Adjustment,14,38881,55.49,No,0.0,-0.0715525718077562,55.49,-0.2034255496224545,0.09519739216659463,0.3812943468049194,0,0.048618781487669294,1
INV_904625,V,2023-08-26,2023-07-26,31341.0,4629.29,35929.4,Nan,2023-11-20,14.0,5,,7.0,invoice,8,48828,51.41,yes,1.0,-0.07035602795248012,51.41,-0.07671906226349304,0.1288440664191442,0.38480906493001993,0,0.04198525765931116,1
INV_823578,V199,2023-10-14,2023-03-26,710.0,63.2,829.6,N,2023-08-08,1.0,1,jane,5.0,invoice,32,43862,56.76,1,1.0,-0.07529289956225402,56.76,-0.3512497848745762,0.07618129218900675,0.4330260476436373,1,-0.007769027368420223,1
INV_128206,V277,2023-07-04,2023-07-12,48126.0,8612.29,53109.49,Paid,2023-11-08,11.0,5,Sarah Williams,4.0,Credit,20,38932,-37.26,Low,0.0,-0.06765074931417074,37.26,-0.14007230594297376,0.1621610375094922,0.4563209957542802,0,0.049923071484031856,0
INV_741653,V601,2023-07-10,2023-04-27,11182.0,1180.05,12889.29,Approved,2023-08-24,3.0,5,Tom Brown,5.0,,30,43341,99.48,Yes,1.0,-0.07360510224915447,99.48,-0.30901428908825573,0.09155275426342334,0.6345131638130691,1,-0.03130022251954967,1
INV_531303,V918,2023-06-15,2023-11-04,80684.0,11332.67,88710.74,Pending,2023-05-01,28.0,4,Mike Johnson,4.0,Invoice,13,49957,59.81,0,0.0,-0.06240329850058261,59.81,0.21892940824075038,0.12774856798624382,0.5147500709362292,0,0.0123593609231602,1
INV_849401,V867,2023-03-10,2023-08-26,90267.0,15950.3,98824.9,Rejected,2023-07-12,21.0,5,Tom Brown,2.0,Adjustment,48,43774,98.32,TRUE,1.0,-0.06085878344601491,98.32,0.07110517298862867,0.16139960677926313,0.6977975326374973,1,-0.06601236926209952,1
INV_942351,V902,2023-01-09,2023-08-20,50065.0,2816.69,55381.26,Paid,2023-05-20,25.0,5,Tom Brown,1.0,,23,44818,70.81,1,1.0,-0.06733823604162491,70.81,0.15557616456126966,0.05085998404514451,0.6642340718925155,0,0.025214124769753765,1
INV_566510,V770,2023-06-27,2023-04-18,78372.0,5107.32,87381.84,Y,2023-09-25,1.0,2,Mike Johnson,3.0,Credit,38,7995,63.41,FALSE,0.0,-0.06277592907620198,63.41,-0.3512497848745762,0.05844830001290886,0.5404726535464268,0,0.02428912777392095,1
INV_657049,V249,2023-09-02,2023-08-15,99455.0,9980.46,110122.11,Pending,2023-09-08,15.0,3,Jane Doe,4.0,Credit,44,41760,-36.14,TRUE,1.0,-0.059377931487195335,36.14,-0.05560131437033279,0.09063084606715217,0.398635783452989,0,0.01859859880887954,0
INV_812708,V416,2023-04-07,2023-08-10,13120.0,1496.98,14066.87,Approved,2023-11-24,28.0,4,jane,3.0,invoice,24,37453,49.76,1,1.0,-0.07329275014900294,49.76,0.21892940824075038,0.1064188408650965,0.5217779612659131,0,0.035388514663628634,0
INV_698464,V325,2023-11-09,2023-04-12,28421.0,4136.2,30122.47,1,2023-05-02,11.0,1,jane,4.0,invoice,10,39490,56.67,High,1.0,-0.07082665134383333,56.67,-0.14007230594297376,0.13731277680747958,0.4351861761602127,0,0.05465070778009784,1
INV_447445,V703,2023-12-13,2023-02-28,33289.0,5918.41,35564.26,Pending,2023-12-26,5.0,4,,10.0,Credit,49,23183,62.28,Low,0.0,-0.0700420641283856,62.28,-0.2667787933019352,0.1664145408902083,0.3208652318209674,0,0.031783136748536445,1
INV_366008,V480,2023-05-26,2023-08-22,90809.0,10400.87,104274.67,Rejected,2023-09-06,0.0,5,Mike Johnson,2.0,invoice,42,8526,-6.47,yes,1.0,-0.06077142800830483,6.47,-0.37236753276773643,0.09974493326135676,0.4674194155168214,1,-0.017560126633117346,1
INV_581024,V132,2023-03-18,2023-03-27,38809.0,4861.27,42878.39,0,2023-09-17,0.0,4,john,3.0,invoice,44,4987,-48.93,Yes,1.0,-0.0691523925118549,48.93,-0.37236753276773643,0.11337342656755536,0.5414756084175314,0,0.0015201361302074612,0
INV_732134,V696,2023-08-13,2023-04-04,29292.0,3477.59,31586.04,Paid,2023-03-23,24.0,4,John Smith,1.0,Credit Note,19,39004,-25.11,no,0.0,-0.07068627018839886,25.11,0.1344584166681094,0.11009895510801608,0.5046360165378962,0,0.05275220027705979,0
INV_639707,V539,2023-05-24,2023-11-04,408.0,58.79,469.29,N,2023-03-22,1.0,3,Sarah Williams,5.0,invoice,7,650,81.2,TRUE,1.0,-0.07534157362533232,81.2,-0.3512497848745762,0.12527435061475845,0.5463557824562528,1,-0.03143294681923825,1
INV_907889,V412,2023-03-10,2023-03-13,75925.0,7746.12,81123.08,Approved,2023-12-16,15.0,5,john,9.0,Invoice,5,44750,-0.46,Yes,1.0,-0.06317031792505175,0.46,-0.05560131437033279,0.09548601951503813,0.15735426074056028,0,0.014121779420338376,0
INV_221500,V533,2023-04-23,2023-08-21,82061.0,5107.32,94921.38,Approved,2023-12-27,2.0,3,Tom Brown,10.0,,9,8253,-20.01,1,1.0,-0.062181364113632835,20.01,-0.33013203698141597,0.05380579169835078,0.18198607836993896,0,0.023933126207360378,0
INV_905277,V773,2023-01-03,2023-05-20,90651.0,10940.8,104113.51,Paid,2023-03-06,27.0,5,john,1.0,Adjustment,34,45265,81.83,TRUE,1.0,-0.06079689324660408,81.83,0.19781166034759015,0.10508530545171323,0.7023211277014594,1,-0.028151131532013207,1
INV_278758,V147,2023-04-22,2023-12-19,74693.0,10261.54,84282.57,Rejected,2023-02-19,16.0,4,Mike Johnson,2.0,Credit Note,17,37449,78.32,FALSE,0.0,-0.06336888231482815,78.32,-0.034483566477172545,0.1217516267005147,0.6128063114345415,0,0.0371467902355771,1
INV_447270,V497,2023-11-01,2023-12-05,24514.0,4136.95,28759.93,Rejected,2023-01-26,365.0,1,jane,1.0,Debit Note,36,1979,-23.97,0,0.0,-0.07145635188835968,23.97,7.3356104482357525,0.14384423049708395,1.5215428376130349,1,-0.08167359091716275,1
INV_564212,V285,2023-09-19,2023-02-13,50564.0,6572.72,53181.19,Paid,2023-04-21,14.0,2,Sarah Williams,1.0,Credit,14,10285,-14.17,0,0.0,-0.06725781101686969,14.17,-0.07671906226349304,0.12359106669106125,0.4224694215428979,0,0.07148340618492416,0
INV_718737,V576,2023-09-21,2023-07-04,50056.0,5318.09,53507.91,Pending,2023-08-01,8.0,2,Mike Johnson,6.0,Debit Note,20,39098,8.57,No,0.0,-0.0673396865931736,8.57,-0.2034255496224545,0.09938885671296076,0.2496917697620029,0,0.07620559685717304,0
INV_683278,V812,2023-07-12,2023-10-13,76030.0,11412.43,87871.17,Pending,2023-07-12,29.0,5,John Smith,2.0,Debit Note,22,408,-32.45,TRUE,1.0,-0.06315339482365034,32.45,0.24004715613391064,0.12987684128935578,0.5259877523848167,1,-0.016112117497569134,1
INV_318378,V104,2023-02-21,2023-07-04,606.0,69.31,696.95,Rejected,2023-02-02,0.0,5,jane,5.0,invoice,23,20022,-9.37,yes,1.0,-0.07530966149126112,9.37,-0.37236753276773643,0.09944759308415238,0.3740270622134127,1,-0.012677445496272144,1
INV_380659,V234,2023-04-06,2023-04-10,2442.0,396.17,2726.73,Approved,2023-05-03,13.0,2,john,3.0,Invoice,14,36660,60.32,no,0.0,-0.07501374897532807,60.32,-0.09783681015665328,0.14529124629134532,0.49563827131856353,0,0.030942918034319145,1
INV_489641,V392,2023-07-08,2023-11-26,81093.0,11666.67,94261.22,Approved,2023-02-28,10.0,2,Jane Doe,9.0,DEBIT,18,26105,52.55,no,0.0,-0.0623373789913143,52.55,-0.16119005383613402,0.12376956292311939,0.2692959838736829,0,0.04533735677651485,1
INV_760890,V611,2023-09-26,2023-07-27,85187.0,14543.73,91237.31,Nan,2023-09-05,19.0,1,jane,9.0,Credit,8,35856,-32.12,1,1.0,-0.061677539209054034,32.12,0.028869677202308187,0.15940551074993334,0.16802595942215706,1,-0.002023825505026333,1
INV_421282,V835,2023-04-22,2023-01-22,57633.0,8669.74,63968.21,0,2023-07-02,15.0,1,john,9.0,Adjustment,40,29680,41.19,No,0.0,-0.06611848336156978,41.19,-0.05560131437033279,0.13553200878999117,0.20013389382786387,0,0.06222068877401532,0
INV_466920,V330,2023-07-08,2023-06-16,70100.0,8216.63,82657.01,Pending,2023-07-10,6.0,5,Tom Brown,7.0,Adjustment,33,18102,70.89,1,1.0,-0.06410914712184365,70.89,-0.24566104540877498,0.0994063298442564,0.46734098623568504,0,0.050672034160668566,1
INV_875639,V180,2023-10-15,2023-05-26,52289.0,6450.29,57233.39,Pending,2023-11-02,21.0,4,Jane Doe,1.0,invoice,26,30721,83.4,0,0.0,-0.06697978863670384,83.4,0.07110517298862867,0.11270151916564788,0.6692617336756352,0,0.043881553004726515,1
INV_511903,V965,2023-10-20,2023-10-05,43791.0,7605.59,46651.76,Approved,2023-08-13,24.0,5,Sarah Williams,2.0,Adjustment,30,20349,38.2,Yes,1.0,-0.06834943164345708,38.2,0.1344584166681094,0.16302900469349924,0.5284386488289079,0,0.05434815406639443,0
INV_683222,V722,2023-12-12,2023-03-05,56602.0,8736.95,63228.59,1,2023-03-27,30.0,2,John Smith,5.0,Credit,40,30883,22.34,1,1.0,-0.06628465210009209,22.34,0.2611649040270709,0.13818037062031593,0.3344516660240791,0,0.05443998889750584,0
INV_300919,V885,2023-06-02,2023-02-12,93716.0,15594.22,106273.9,Approved,2023-12-28,24.0,3,John Smith,2.0,Credit,40,17236,-32.47,High,1.0,-0.060302899858077526,32.47,0.1344584166681094,0.14673612241575779,0.4696393424718319,1,-0.0025443903175620397,1
INV_569636,V111,2023-12-24,2023-12-15,57485.0,3640.88,63572.47,N,2023-06-01,3.0,2,jane,5.0,Credit Note,45,30149,-26.41,Low,0.0,-0.06614233687592604,26.41,-0.30901428908825573,0.057271331442682656,0.3538106107384236,0,0.06365438072463853,0
INV_910696,V180,2023-08-18,2023-09-07,25563.0,3772.99,28836.92,Rejected,2023-08-15,5.0,1,john,10.0,Adjustment,50,34573,-9.72,No,0.0,-0.07128728204673998,9.72,-0.2667787933019352,0.1308388690609122,0.10343427540463829,0,0.005476710702096765,0
INV_689952,V275,2023-06-09,2023-07-22,50342.0,5973.08,59280.95,Approved,2023-03-18,1.0,2,Tom Brown,1.0,ADJ,27,28189,-12.4,0,0.0,-0.06729359128840408,12.4,-0.3512497848745762,0.10075884411434027,0.4583461859888672,0,0.05201483139248969,0
INV_955271,V384,2023-07-16,2023-06-17,91007.0,8743.21,106706.49,1,2023-04-09,8.0,1,jane,3.0,Debit Note,45,34981,-42.32,1,1.0,-0.060739515874233624,42.32,-0.2034255496224545,0.08193700308200559,0.43462173561821493,0,0.014543735772985011,0
INV_848809,V215,2023-08-14,2023-08-01,11922.0,1647.36,12931.95,Approved,2023-02-18,5.0,2,jane,10.0,Debit Note,43,4268,-15.88,TRUE,1.0,-0.07348583467737319,15.88,-0.2667787933019352,0.12738682101307225,0.14235398593076493,0,0.013674794430019066,0
INV_377380,V574,2023-10-24,2023-03-11,36427.0,5107.32,41023.1,0,2023-06-28,3.0,2,Mike Johnson,9.0,,40,10328,-36.26,Low,0.0,-0.06953630515507521,36.26,-0.30901428908825573,0.12449863613427556,0.2440394043942534,0,0.04511962510973033,0
INV_265918,V711,2023-11-12,2023-03-16,23653.0,3576.69,27079.37,Y,2023-03-08,15.0,3,Jane Doe,2.0,Credit,18,14623,-6.92,Low,0.0,-0.07159512131985114,6.92,-0.05560131437033279,0.13208172863696607,0.3834192214195202,0,0.06630707777858752,0
INV_279406,V691,2023-11-01,2023-03-18,55988.0,2989.6,60031.07,Rejected,2023-11-10,8.0,1,Tom Brown,7.0,Adjustment,6,45749,11.98,1,1.0,-0.0663836119501917,11.98,-0.2034255496224545,0.049800878111951025,0.20473055483340655,0,0.03182541238137615,0
INV_769069,V208,2023-07-19,2023-02-17,34421.0,4790.91,36679.36,Approved,2023-06-21,18.0,2,jane,9.0,Adjustment,14,16506,85.21,High,1.0,-0.06985961697803908,85.21,0.007751929309147943,0.13061596494595326,0.34576471279198007,0,0.04628159681325533,1
INV_840982,,2023-03-18,2023-04-04,88737.0,15901.17,101399.53,Nan,2023-05-05,20.0,5,John Smith,2.0,Credit,22,45532,31.25,FALSE,0.0,-0.06110537720929244,31.25,0.049987425095468434,0.15681699905315144,0.49346918920617877,0,0.0019105550911041047,0
INV_955756,V818,2023-04-17,2023-07-03,62326.0,8798.13,66863.73,Nan,2023-04-13,18.0,1,jane,2.0,,20,42252,-32.09,1,1.0,-0.06536210131512438,32.09,0.007751929309147943,0.13158299723931047,0.41050520965939713,0,0.048177695218795946,0
INV_896947,V406,2023-11-02,2023-09-26,23870.0,2823.18,26649.95,Rejected,2023-08-16,9.0,1,John Smith,10.0,Debit Note,47,41507,34.71,Low,0.0,-0.07156014691028825,34.71,-0.18230780172929426,0.10593565841586944,0.1657881996414518,0,0.020404698361698725,0
INV_507900,V835,2023-08-11,2023-07-19,90545.0,12645.91,102397.67,Approved,2023-09-08,10.0,2,john smith,1.0,Invoice,46,25878,68.29,1,1.0,-0.06081397752039978,68.29,-0.16119005383613402,0.12349802490623078,0.5962113035795001,0,0.00029398008072056836,1
INV_173386,V426,2023-09-03,2023-03-03,73988.0,12765.49,86327.47,Approved,2023-06-26,0.0,5,Jane Doe,6.0,Adjustment,31,5012,-44.96,yes,1.0,-0.06348250885280898,44.96,-0.37236753276773643,0.1478728613267596,0.44343163168572225,1,-0.012326100079278812,1
INV_165855,V457,2023-06-03,2023-03-13,93527.0,8557.53,108760.72,Approved,2023-04-16,13.0,3,John Smith,5.0,Credit Note,42,4336,67.9,1,1.0,-0.060333361440600045,67.9,-0.09783681015665328,0.07868217496169573,0.465442193811618,0,0.023085772073995536,1
INV_532549,V914,2023-12-07,2023-06-20,46183.0,7759.12,49181.32,1,2023-03-14,20.0,1,,8.0,Invoice,1,36360,26.78,0,0.0,-0.06796390727629378,26.78,0.049987425095468434,0.1577655906754841,0.19143089521957904,0,0.04122393851537387,0
INV_276117,V693,2023-03-10,2023-02-24,3542.0,405.21,4153.69,Y,2023-05-09,10.0,5,Mike Johnson,5.0,,17,21668,70.9,TRUE,1.0,-0.07483645934159913,70.9,-0.16119005383613402,0.09755422287171166,0.5268457999437399,0,0.017811989854958354,1
INV_247259,V161,2023-01-09,2023-08-27,83303.0,5107.32,97471.28,Rejected,2023-07-15,30.0,1,jane,10.0,,14,12025,36.7,No,0.0,-0.06198118799991342,36.7,0.2611649040270709,0.05239820386066542,0.1816709732040433,0,0.00016255503878509492,0
INV_334861,V422,2023-09-20,2023-02-25,47321.0,7951.93,54973.59,Y,2023-06-21,2.0,5,Jane Doe,7.0,Debit Note,50,17003,70.32,Low,0.0,-0.06778049309158148,70.32,-0.33013203698141597,0.1446500037563492,0.4790359041655287,0,0.02866151091860536,1
INV_426825,V224,2023-07-02,2023-04-27,96693.0,7854.86,109962.64,Rejected,2023-01-23,18.0,4,Mike Johnson,8.0,Debit Note,23,34222,-22.02,Yes,1.0,-0.05982308964024928,22.02,0.007751929309147943,0.07143207911341524,0.22918740732442208,0,0.04574709639794561,0
INV_827007,V363,2023-06-06,2023-12-05,47676.0,5107.32,53964.49,N,2023-10-18,25.0,3,jane,8.0,invoice,42,20483,-26.01,0,0.0,-0.06772327689160532,26.01,0.15557616456126966,0.09464223603336194,0.24491108006251153,0,0.0622878112751708,0
INV_246346,V145,2023-10-23,2023-02-20,50063.0,3207.38,20433.8,0,2023-08-17,8.0,2,Tom Brown,10.0,Adjustment,36,3000,81.66,High,1.0,-0.0673385583864135,81.66,-0.2034255496224545,0.15696444126887804,0.32896154412065093,0,0.01706631907756223,1
INV_294675,V195,2023-08-24,2023-09-03,96618.0,6489.73,110684.23,Approved,2023-04-12,24.0,3,,1.0,Debit Note,7,36785,41.42,No,0.0,-0.059835177569821714,41.42,0.1344584166681094,0.05863283324101365,0.5313957980141808,0,0.03151993792973079,0
INV_454955,V327,2023-08-19,2023-11-12,50063.0,6815.24,46082.33,Y,2023-03-08,2.0,3,,7.0,Adjustment,3,17992,-39.49,0,0.0,-0.0673385583864135,39.49,-0.33013203698141597,0.14789269552993523,0.3464575172244951,0,0.04788352314162425,0
INV_345474,V981,2023-11-16,2023-07-27,61297.0,8936.75,69610.91,0,2023-06-20,15.0,5,Mike Johnson,8.0,Debit Note,2,9472,-47.13,1,1.0,-0.0655279477088581,47.13,-0.05560131437033279,0.12838145629758324,0.33283578669732156,0,0.0205688708777213,0
INV_504466,V932,2023-01-16,2023-10-10,4479.0,764.2,5256.33,Rejected,2023-07-18,3.0,3,John Smith,2.0,Credit,6,48567,51.95,0,0.0,-0.07468544080814093,51.95,-0.30901428908825573,0.14538661004921685,0.5571392315248667,1,-0.0006518987944897914,1
